형태소,품사,분류,카운트
....?,Punctuation,8,1
....?,Punctuation,10,1
...;;,Punctuation,2,1
...;;,Punctuation,6,1
...?,Punctuation,3,1
...?,Punctuation,7,1
...?,Punctuation,8,1
...?,Punctuation,10,1
...^^;;,Punctuation,8,1
../.,Punctuation,4,1
..;,Punctuation,7,1
..;,Punctuation,9,1
..;;,Punctuation,4,1
..;;,Punctuation,10,1
..?,Punctuation,6,3
..?,Punctuation,7,2
..?,Punctuation,9,1
..?,Punctuation,10,2
..??,Punctuation,1,1
..??,Punctuation,10,1
..^^,Punctuation,10,1
.?,Punctuation,8,1
.?,Punctuation,9,1
.^^,Punctuation,6,1
.^^,Punctuation,9,1
.^^,Punctuation,10,1
.~,Punctuation,1,1
.~^^,Punctuation,8,2
.~^^,Punctuation,10,1
.~~~^^,Punctuation,10,1
.~~~~,Punctuation,8,1
/,Punctuation,1,2
/,Punctuation,10,4
///,Punctuation,10,1
0,Number,1,2
0,Number,6,1
0,Number,8,1
0.1%,Number,9,1
1,Number,1,76
1,Number,2,12
1,Number,3,7
1,Number,4,5
1,Number,5,17
1,Number,6,36
1,Number,7,74
1,Number,8,67
1,Number,9,64
1,Number,10,118
1.2,Number,1,1
1.2,Number,9,1
1.2,Number,10,3
10,Number,1,13
10,Number,3,1
10,Number,5,1
10,Number,6,1
10,Number,7,2
10,Number,8,1
10,Number,9,9
10,Number,10,54
100,Number,1,1
100,Number,6,1
100,Number,10,2
100%,Number,9,1
100%,Number,10,3
1000만,Number,1,2
1000만,Number,10,2
1000원,Number,1,1
1000원,Number,7,1
100만,Number,7,1
1010101,Number,10,1
10분,Number,6,1
10초,Number,1,1
11,Number,10,2
11시,Number,8,1
12,Number,1,4
12,Number,3,1
12,Number,4,1
12,Number,7,1
12,Number,8,1
1200만,Number,10,1
121212121212,Number,10,1
123456,Number,10,1
130분,Number,10,1
140분,Number,1,1
140분,Number,10,2
141,Number,10,1
141분,Number,2,1
15,Number,7,1
15년,Number,1,1
15분,Number,8,1
15분,Number,10,1
16000원,Number,1,1
17,Number,1,1
171분,Number,10,1
"18,000원",Number,7,1
184,Number,7,1
193837372,Number,1,1
19년,Number,10,1
1년,Number,1,1
1년,Number,10,1
1등,Number,10,1
1만,Number,1,1
1만,Number,5,1
1만,Number,9,1
1만,Number,10,2
1시간,Number,1,1
1시간,Number,5,1
1시간,Number,6,1
1시간,Number,7,2
1시간,Number,10,3
1일,Number,1,1
1초,Number,10,1
2,Number,1,25
2,Number,2,2
2,Number,3,4
2,Number,4,1
2,Number,5,3
2,Number,6,9
2,Number,7,18
2,Number,8,28
2,Number,9,23
2,Number,10,81
2%,Number,8,2
2%,Number,9,1
2-3,Number,3,1
20,Number,1,1
20,Number,10,3
200,Number,10,1
2012년,Number,7,1
2014년,Number,1,1
2015년,Number,1,1
2015년,Number,7,1
2015년,Number,8,1
2015년,Number,10,2
2018,Number,10,1
2019년,Number,10,1
2021년,Number,10,1
20년,Number,1,1
20분,Number,6,1
20분,Number,8,3
20분,Number,10,2
22,Number,10,1
22억,Number,1,1
24일,Number,8,1
27억,Number,1,1
2~3,Number,8,1
2년,Number,1,1
2년,Number,2,1
2년,Number,10,1
2만,Number,9,1
2만,Number,10,1
2분,Number,10,1
2시,Number,1,1
2시,Number,10,1
2시간,Number,1,4
2시간,Number,5,1
2시간,Number,6,1
2시간,Number,7,1
2시간,Number,8,5
2시간,Number,10,13
2조,Number,1,1
2조원,Number,1,1
2천만,Number,10,1
3,Number,1,25
3,Number,2,3
3,Number,3,2
3,Number,4,1
3,Number,5,5
3,Number,6,8
3,Number,7,24
3,Number,8,35
3,Number,9,41
3,Number,10,126
30,Number,6,1
30-40분,Number,6,1
3000,Number,10,1
3000만,Number,10,1
30분,Number,1,4
30분,Number,3,2
30분,Number,5,3
30분,Number,7,2
30분,Number,8,2
30분,Number,10,4
30억,Number,6,1
30억,Number,7,1
3200억,Number,1,1
3년,Number,1,1
3년,Number,4,1
3년,Number,7,1
3년,Number,8,1
3년,Number,9,1
3년,Number,10,6
3시간,Number,6,1
3시간,Number,7,1
3시간,Number,9,1
3시간,Number,10,2
3일,Number,10,1
3초,Number,10,1
3회,Number,8,1
4,Number,1,5
4,Number,2,1
4,Number,4,2
4,Number,5,1
4,Number,7,7
4,Number,8,5
4,Number,9,5
4,Number,10,26
40분,Number,10,1
430만,Number,1,2
48,Number,9,1
4~5,Number,1,1
4만원,Number,10,1
4시간,Number,5,1
4시간,Number,9,1
4월,Number,8,1
5,Number,1,5
5,Number,2,1
5,Number,4,1
5,Number,5,3
5,Number,8,2
5,Number,10,4
5%,Number,8,1
5.18,Number,10,1
50,Number,8,1
50%,Number,8,2
500,Number,1,1
500,Number,10,1
500만,Number,5,1
500원,Number,7,1
500원,Number,8,1
500원,Number,10,1
50년,Number,10,1
50분,Number,5,1
5분,Number,8,1
5분,Number,10,1
5월,Number,1,1
5월,Number,10,1
5초,Number,10,1
6,Number,1,4
6,Number,5,2
6,Number,6,2
6,Number,10,2
60%,Number,1,1
600만,Number,3,1
6~7,Number,1,1
6~7,Number,8,1
6~7,Number,10,1
6천원,Number,9,1
7,Number,1,10
7,Number,4,1
7,Number,6,2
7,Number,7,8
7,Number,8,4
7,Number,9,1
7.5,Number,1,5
7.5,Number,7,1
7.5,Number,8,1
7.8,Number,7,1
7.9,Number,1,1
70~80,Number,7,1
70년,Number,1,1
74221223346677,Number,10,1
7시,Number,10,1
8,Number,1,8
8,Number,6,1
8,Number,7,1
8,Number,8,12
8,Number,9,1
8,Number,10,1
8.27,Number,1,1
8.3,Number,10,1
8.4,Number,1,1
8.5,Number,8,1
8.8,Number,10,1
80,Number,1,1
8000원,Number,1,1
80년,Number,1,2
80년,Number,6,1
8~90년,Number,1,1
8년,Number,10,1
8일,Number,1,1
9,Number,1,1
9,Number,8,1
9,Number,9,7
9,Number,10,3
9.5,Number,10,1
9.9,Number,9,1
900,Number,1,1
90년,Number,8,1
91,Number,1,1
97,Number,9,1
9~10,Number,1,1
9시,Number,8,1
9시,Number,10,1
9천원,Number,1,1
:,Punctuation,1,2
:,Punctuation,3,1
:,Punctuation,6,1
:,Punctuation,7,1
:,Punctuation,8,4
:,Punctuation,9,3
:,Punctuation,10,12
:),Punctuation,8,1
:),Punctuation,9,1
:),Punctuation,10,2
:-),Punctuation,10,1
;,Punctuation,1,3
;,Punctuation,7,2
;,Punctuation,8,1
;,Punctuation,9,1
;,Punctuation,10,3
;;,Punctuation,1,4
;;,Punctuation,5,1
;;,Punctuation,6,1
;;,Punctuation,7,7
;;,Punctuation,8,3
;;,Punctuation,10,6
;;;,Punctuation,1,6
;;;,Punctuation,8,2
;;;,Punctuation,9,3
;;;,Punctuation,10,1
;;?,Punctuation,2,1
<,Punctuation,7,1
<,Punctuation,10,1
<~~~,Punctuation,9,1
=,Punctuation,9,1
=*^~~,Punctuation,1,1
>,Punctuation,7,1
>,Punctuation,8,1
>,Punctuation,10,2
><,Punctuation,8,1
>>>,Punctuation,10,1
>_<,Punctuation,10,1
?,Punctuation,1,33
?,Punctuation,3,1
?,Punctuation,4,1
?,Punctuation,5,9
?,Punctuation,6,13
?,Punctuation,7,12
?,Punctuation,8,22
?,Punctuation,9,24
?,Punctuation,10,73
?!,Punctuation,1,1
?!,Punctuation,7,2
?!,Punctuation,9,1
?!!!!,Punctuation,10,1
?!'-,Punctuation,10,1
"?""",Punctuation,6,1
"?""",Punctuation,9,1
"?""",Punctuation,10,2
?',Punctuation,6,1
?),Punctuation,6,1
"?.,;):",Punctuation,10,1
?...,Punctuation,10,1
??,Punctuation,1,7
??,Punctuation,3,1
??,Punctuation,4,1
??,Punctuation,5,3
??,Punctuation,6,1
??,Punctuation,7,2
??,Punctuation,8,5
??,Punctuation,9,1
??,Punctuation,10,10
??(,Punctuation,10,1
???,Punctuation,1,4
???,Punctuation,9,3
???,Punctuation,10,3
????,Punctuation,10,2
@,Punctuation,10,2
A,Alpha,8,1
A,Alpha,10,1
AI,Alpha,7,1
AOU,Alpha,10,1
ARISU,Alpha,10,1
Age,Alpha,6,1
Avengers,Alpha,6,1
BGM,Alpha,8,1
CG,Alpha,1,7
CG,Alpha,2,1
CG,Alpha,3,3
CG,Alpha,4,1
CG,Alpha,5,2
CG,Alpha,6,2
CG,Alpha,7,8
CG,Alpha,8,5
CG,Alpha,9,2
CG,Alpha,10,7
CGV,Alpha,1,2
CGV,Alpha,9,1
CGV,Alpha,10,1
Cg,Alpha,5,1
D,Alpha,1,2
D,Alpha,7,5
D,Alpha,8,14
D,Alpha,9,12
D,Alpha,10,35
DC,Alpha,8,1
DC,Alpha,10,1
DX,Alpha,4,1
DX,Alpha,10,1
Ending,Alpha,10,1
Excellent,Alpha,10,1
Excellente,Alpha,10,1
Excelletn,Alpha,10,1
Fine,Alpha,10,1
G,Alpha,10,1
GG,Alpha,1,1
GOODGOODGOODGOODGOODGOOD,Alpha,9,1
Good,Alpha,9,2
Good,Alpha,10,4
I,Alpha,10,5
It,Alpha,1,1
Its,Alpha,10,1
LOVE,Alpha,10,2
MARVEL,Alpha,10,1
MSG,Alpha,5,1
Movie,Alpha,10,1
Must,Alpha,10,1
N,Alpha,10,2
O,Alpha,1,1
O,Alpha,7,1
OCN,Alpha,8,1
OCN,Alpha,10,1
OO,Alpha,1,3
OO,Alpha,10,4
OOO,Alpha,10,2
P,Alpha,7,1
S,Alpha,8,1
SEOUL,Alpha,10,1
SF,Alpha,1,2
SF,Alpha,10,8
See,Alpha,10,1
Soso,Alpha,9,1
T,Alpha,5,2
T,Alpha,7,1
TT,Alpha,10,1
TV,Alpha,8,1
Thanos,Alpha,10,1
The,Alpha,6,1
Thor,Alpha,10,1
Ultron,Alpha,6,1
V,Alpha,8,1
WWE,Alpha,1,2
X,Alpha,10,2
Xmax,Alpha,10,1
[,Punctuation,7,1
[,Punctuation,8,1
[,Punctuation,10,1
\(^,Punctuation,10,1
],Punctuation,7,1
],Punctuation,8,1
],Punctuation,10,1
^)/,Punctuation,10,1
^-^,Punctuation,6,1
^-^,Punctuation,10,1
^.^~~~,Punctuation,10,1
^^,Punctuation,1,2
^^,Punctuation,2,1
^^,Punctuation,6,3
^^,Punctuation,7,3
^^,Punctuation,8,15
^^,Punctuation,9,24
^^,Punctuation,10,50
^^!,Punctuation,10,1
^^!!,Punctuation,10,1
^^#,Punctuation,10,1
^^),Punctuation,10,1
^^....,Punctuation,10,1
^^;,Punctuation,10,2
^^;;,Punctuation,8,1
^^^,Punctuation,10,1
^^~,Punctuation,10,1
_,Punctuation,9,7
____,Punctuation,7,1
`,Punctuation,1,1
ain,Alpha,1,1
america,Alpha,10,1
an,Alpha,9,1
b,Alpha,1,1
b,Alpha,8,1
b,Alpha,10,4
bb,Alpha,10,7
bbb,Alpha,8,1
bbb,Alpha,10,1
bbbb,Alpha,9,1
bbbb,Alpha,10,1
but,Alpha,8,1
captin,Alpha,10,1
ccip,Alpha,7,1
cg,Alpha,1,3
cg,Alpha,2,1
cg,Alpha,5,3
cg,Alpha,6,2
cg,Alpha,7,1
cg,Alpha,8,8
cg,Alpha,9,4
cg,Alpha,10,5
cgv,Alpha,7,1
cgv,Alpha,8,3
d,Alpha,1,7
d,Alpha,6,1
d,Alpha,7,7
d,Alpha,8,5
d,Alpha,9,5
d,Alpha,10,25
ddd,Alpha,9,1
ddddxx,Alpha,10,1
do,Alpha,10,2
dvd,Alpha,1,1
dvd,Alpha,8,1
dvd,Alpha,10,3
dx,Alpha,7,1
dx,Alpha,10,1
eyes,Alpha,9,1
f,Alpha,10,1
for,Alpha,10,1
funny,Alpha,1,1
g,Alpha,10,2
good,Alpha,8,1
good,Alpha,10,11
gooood,Alpha,10,1
http://tenasia.hankyung.com/archives/506951,URL,10,1
https://www.youtube.com/watch?v=aDpnMz7FSAA&feature=you,URL,10,1
imax,Alpha,7,2
imax,Alpha,10,1
important,Alpha,10,1
is,Alpha,10,1
it,Alpha,10,2
kids,Alpha,10,1
ll,Alpha,10,1
mcu,Alpha,10,1
mnvmnvmvmvmvnvmvm,Alpha,9,1
movie,Alpha,10,1
my,Alpha,9,1
my,Alpha,10,1
myself,Alpha,10,1
ng,Alpha,8,1
o,Alpha,10,4
of,Alpha,6,1
ps,Alpha,8,1
rntrr,Alpha,10,1
rntwoa,Alpha,10,1
rntwoat,Alpha,10,1
s,Alpha,8,1
sdfdfsdfwefwgwgewgew,Alpha,1,1
self,Alpha,10,1
sf,Alpha,1,2
sf,Alpha,8,1
sf,Alpha,9,2
sf,Alpha,10,3
sorry,Alpha,10,1
t,Alpha,1,1
to,Alpha,9,1
unbelievable,Alpha,10,1
va,Alpha,10,1
valuable,Alpha,10,1
very,Alpha,10,1
vs,Alpha,5,1
vs,Alpha,8,3
vs,Alpha,9,2
vs,Alpha,10,5
will,Alpha,10,1
x,Alpha,1,1
x,Alpha,8,1
~,Punctuation,1,15
~,Punctuation,4,1
~,Punctuation,5,5
~,Punctuation,6,6
~,Punctuation,7,16
~,Punctuation,8,30
~,Punctuation,9,41
~,Punctuation,10,90
~!,Punctuation,4,1
~!,Punctuation,8,2
~!,Punctuation,9,3
~!,Punctuation,10,8
~!!,Punctuation,8,2
~!!,Punctuation,9,2
~!!,Punctuation,10,7
~!!!!,Punctuation,10,1
~!~!!,Punctuation,6,1
~!~!~!~!~!,Punctuation,9,1
~),Punctuation,10,1
~**~,Punctuation,10,1
~...,Punctuation,1,1
~.~,Punctuation,8,1
~^^,Punctuation,6,1
~^^,Punctuation,7,2
~^^,Punctuation,8,6
~^^,Punctuation,9,8
~^^,Punctuation,10,6
~^^*,Punctuation,8,1
~~,Punctuation,1,3
~~,Punctuation,4,1
~~,Punctuation,5,1
~~,Punctuation,6,2
~~,Punctuation,7,2
~~,Punctuation,8,15
~~,Punctuation,9,9
~~,Punctuation,10,34
~~!,Punctuation,1,1
~~!!,Punctuation,8,1
~~!!,Punctuation,9,1
~~!!,Punctuation,10,5
~~!!!,Punctuation,7,1
~~!!!,Punctuation,10,1
~~!!!!,Punctuation,10,1
~~///,Punctuation,10,1
~~>,Punctuation,10,2
~~^^,Punctuation,1,1
~~^^,Punctuation,8,2
~~^^,Punctuation,9,2
~~^^,Punctuation,10,7
~~^^*,Punctuation,10,1
~~~,Punctuation,1,1
~~~,Punctuation,7,2
~~~,Punctuation,8,4
~~~,Punctuation,9,5
~~~,Punctuation,10,16
~~~!!,Punctuation,8,1
~~~!!,Punctuation,9,1
~~~#,Foreign,10,1
~~~^#,Punctuation,9,1
~~~^^,Punctuation,7,1
~~~^^,Punctuation,8,1
~~~^^,Punctuation,10,1
~~~^^^,Punctuation,10,1
~~~~,Punctuation,4,1
~~~~,Punctuation,8,3
~~~~,Punctuation,9,3
~~~~,Punctuation,10,14
~~~~!,Punctuation,9,1
~~~~!!~,Punctuation,10,1
·,Punctuation,9,1
·,Punctuation,10,1
·^^,Punctuation,9,1
×,Foreign,10,1
‥,Foreign,9,1
‥‥,Foreign,8,1
○,Foreign,10,1
★,Foreign,1,1
★,Foreign,9,1
★★★★,Foreign,9,2
☆,Foreign,8,1
♡,Foreign,5,1
♡,Foreign,7,1
♡,Foreign,10,24
♡♡,Foreign,10,3
♡♡♡,Foreign,9,1
♡♡♡,Foreign,10,1
♡♡♡♡,Foreign,10,1
♥,Foreign,8,1
♥,Foreign,9,3
♥,Foreign,10,18
♥♥,Foreign,10,1
♥♥♥,Foreign,9,2
♥♥♥,Foreign,10,4
♥♥♥♥,Foreign,10,2
♥♥♥♥♡♡♡♡,Foreign,10,1
　,Foreign,8,1
ㄱ,KoreanParticle,1,1
ㄱ,KoreanParticle,9,1
ㄱ,KoreanParticle,10,3
ㄱㄱ,KoreanParticle,10,1
ㄱㄷㄱ,KoreanParticle,9,1
ㄱㄹ,KoreanParticle,6,1
ㄱㅊ,KoreanParticle,8,1
ㄱㅋ,KoreanParticle,6,1
ㄱㅋ,KoreanParticle,7,1
ㄱㅌ,KoreanParticle,9,1
ㄴ,KoreanParticle,2,1
ㄴ,KoreanParticle,10,6
ㄴㄴ,KoreanParticle,9,1
ㄴㅈ,KoreanParticle,5,1
ㄷ,KoreanParticle,8,2
ㄷ,KoreanParticle,10,2
ㄷㄷ,KoreanParticle,9,1
ㄷㄷ,KoreanParticle,10,8
ㄷㄷㄷ,KoreanParticle,10,1
ㄷㄷㅜㅜ,KoreanParticle,10,1
ㄷㅂㄷㄴ,KoreanParticle,1,1
ㄷㅅㄴㅇ,KoreanParticle,8,1
ㄷㅇㅅ,KoreanParticle,8,1
ㄷㅊ,KoreanParticle,10,1
ㄸ,KoreanParticle,8,1
ㄸ,KoreanParticle,10,1
ㄹㄴㅇㅡ,KoreanParticle,10,1
ㄹㅇ,KoreanParticle,1,2
ㄹㅇ,KoreanParticle,10,2
ㄹㅇㅍㅌ,KoreanParticle,1,1
ㅀ,KoreanParticle,9,1
ㅁ,KoreanParticle,10,1
ㅁㄴㄴㄴ,KoreanParticle,9,1
ㅂ,KoreanParticle,5,1
ㅂ,KoreanParticle,10,2
ㅂㄷㄴㄷ,KoreanParticle,1,1
ㅂㅈ,KoreanParticle,6,1
ㅂㅕㄹ,KoreanParticle,9,1
ㅅ,KoreanParticle,1,1
ㅅ,KoreanParticle,9,3
ㅅ,KoreanParticle,10,5
ㅅㄱ,KoreanParticle,10,1
ㅅㄴㄷ,KoreanParticle,8,1
ㅅㅅ,KoreanParticle,9,1
ㅅㅈ,KoreanParticle,10,1
ㅅㅌㅂ,KoreanParticle,10,1
ㅆ,KoreanParticle,9,1
ㅇ,KoreanParticle,1,1
ㅇ,KoreanParticle,5,1
ㅇ,KoreanParticle,7,1
ㅇ,KoreanParticle,9,2
ㅇ,KoreanParticle,10,6
ㅇㄱ,KoreanParticle,10,1
ㅇㄱㄹㅇ,KoreanParticle,1,1
ㅇㄱㄹㅇ,KoreanParticle,10,1
ㅇㄷ,KoreanParticle,9,1
ㅇㅅㅇ,KoreanParticle,8,1
ㅇㅇ,KoreanParticle,1,1
ㅇㅇ,KoreanParticle,7,1
ㅇㅇ,KoreanParticle,8,1
ㅇㅇ,KoreanParticle,9,1
ㅇㅇ,KoreanParticle,10,5
ㅇㅇㅇ,KoreanParticle,10,1
ㅇㅇㅇㅇ,KoreanParticle,1,1
ㅇㅇㅇㅇ,KoreanParticle,10,1
ㅇㅈ,KoreanParticle,5,1
ㅇㅈ,KoreanParticle,7,1
ㅈ,KoreanParticle,9,1
ㅈㄴ,KoreanParticle,6,1
ㅈㄴ,KoreanParticle,7,1
ㅈㄷ,KoreanParticle,5,1
ㅈㅂ,KoreanParticle,9,1
ㅈㅏㄹ,KoreanParticle,10,1
ㅉ,KoreanParticle,1,1
ㅉ,KoreanParticle,10,1
ㅉㅉ,KoreanParticle,1,3
ㅉㅉ,KoreanParticle,3,1
ㅉㅉ,KoreanParticle,6,1
ㅉㅉ,KoreanParticle,10,1
ㅉㅉㅉㅉ,KoreanParticle,1,1
ㅋ,KoreanParticle,1,3
ㅋ,KoreanParticle,3,1
ㅋ,KoreanParticle,4,5
ㅋ,KoreanParticle,5,2
ㅋ,KoreanParticle,6,1
ㅋ,KoreanParticle,7,6
ㅋ,KoreanParticle,8,18
ㅋ,KoreanParticle,9,10
ㅋ,KoreanParticle,10,74
ㅋㄱㄱㅋ,KoreanParticle,10,1
ㅋㅂㄱ,KoreanParticle,3,1
ㅋㅇㅋ,KoreanParticle,10,1
ㅋㅋ,KoreanParticle,1,14
ㅋㅋ,KoreanParticle,5,1
ㅋㅋ,KoreanParticle,7,14
ㅋㅋ,KoreanParticle,8,12
ㅋㅋ,KoreanParticle,9,22
ㅋㅋ,KoreanParticle,10,92
ㅋㅋㅋ,KoreanParticle,1,6
ㅋㅋㅋ,KoreanParticle,5,2
ㅋㅋㅋ,KoreanParticle,6,2
ㅋㅋㅋ,KoreanParticle,7,5
ㅋㅋㅋ,KoreanParticle,8,13
ㅋㅋㅋ,KoreanParticle,9,16
ㅋㅋㅋ,KoreanParticle,10,69
ㅋㅋㅋㅋ,KoreanParticle,1,6
ㅋㅋㅋㅋ,KoreanParticle,3,1
ㅋㅋㅋㅋ,KoreanParticle,6,1
ㅋㅋㅋㅋ,KoreanParticle,7,4
ㅋㅋㅋㅋ,KoreanParticle,8,3
ㅋㅋㅋㅋ,KoreanParticle,9,7
ㅋㅋㅋㅋ,KoreanParticle,10,21
ㅋㅋㅎ,KoreanParticle,10,1
ㅋㅎㅋㅎ,KoreanParticle,10,1
ㅎ,KoreanParticle,1,1
ㅎ,KoreanParticle,6,1
ㅎ,KoreanParticle,7,6
ㅎ,KoreanParticle,8,8
ㅎ,KoreanParticle,9,11
ㅎ,KoreanParticle,10,35
ㅎㄷㄷ,KoreanParticle,9,1
ㅎㄷㄷ,KoreanParticle,10,3
ㅎㅎ,KoreanParticle,1,2
ㅎㅎ,KoreanParticle,5,1
ㅎㅎ,KoreanParticle,6,3
ㅎㅎ,KoreanParticle,7,4
ㅎㅎ,KoreanParticle,8,23
ㅎㅎ,KoreanParticle,9,22
ㅎㅎ,KoreanParticle,10,53
ㅎㅎㅋㅋ,KoreanParticle,10,1
ㅎㅎㅎ,KoreanParticle,6,1
ㅎㅎㅎ,KoreanParticle,8,3
ㅎㅎㅎ,KoreanParticle,9,6
ㅎㅎㅎ,KoreanParticle,10,14
ㅎㅎㅎㅎ,KoreanParticle,8,2
ㅎㅎㅎㅎ,KoreanParticle,9,3
ㅎㅎㅎㅎ,KoreanParticle,10,6
ㅎㅠㅠㅠ,KoreanParticle,10,1
ㅏ,KoreanParticle,1,1
ㅏ,KoreanParticle,10,6
ㅏㄱ,KoreanParticle,10,1
ㅏㅇ,KoreanParticle,10,2
ㅏㅜ,KoreanParticle,10,1
ㅐ,KoreanParticle,1,1
ㅐ,KoreanParticle,10,1
ㅐㅁ,KoreanParticle,10,1
ㅑ,KoreanParticle,10,1
ㅓ,KoreanParticle,7,1
ㅓ,KoreanParticle,8,1
ㅓ,KoreanParticle,9,1
ㅓ,KoreanParticle,10,4
ㅓㄴ,KoreanParticle,10,2
ㅔ,KoreanParticle,6,1
ㅕ,KoreanParticle,10,2
ㅗ,KoreanParticle,8,1
ㅗ,KoreanParticle,10,3
ㅗㅎ,KoreanParticle,8,1
ㅛ,KoreanParticle,5,1
ㅛ,KoreanParticle,8,1
ㅛ,KoreanParticle,10,1
ㅜ,KoreanParticle,1,2
ㅜ,KoreanParticle,4,1
ㅜ,KoreanParticle,6,1
ㅜ,KoreanParticle,7,3
ㅜ,KoreanParticle,8,4
ㅜ,KoreanParticle,9,4
