형태소,품사,분류,카운트
DC,Alpha,4,2
DC,Alpha,5,1
DC,Alpha,7,7
DC,Alpha,8,7
DC,Alpha,9,15
DC,Alpha,10,59
DX,Alpha,10,1
Dc,Alpha,10,3
IMAX,Alpha,9,1
IMAX,Alpha,10,3
IQ,Alpha,1,1
Marvel,Alpha,8,1
NS,Alpha,1,1
OOO,Alpha,10,1
Ost,Alpha,1,1
SF,Alpha,1,1
SF,Alpha,10,1
Very,Alpha,9,1
X,Alpha,10,1
^^,Punctuation,9,1
^^,Punctuation,10,7
^^~~~~,Punctuation,10,1
cg,Alpha,1,1
cg,Alpha,2,2
cg,Alpha,3,1
cg,Alpha,7,1
cg,Alpha,8,2
cg,Alpha,9,1
cg,Alpha,10,7
chasing,Alpha,10,1
d,Alpha,10,2
dc,Alpha,7,1
dc,Alpha,8,2
dc,Alpha,9,5
dc,Alpha,10,13
entertaining,Alpha,9,1
eve,Alpha,10,1
few,Alpha,9,1
imax,Alpha,10,1
last,Alpha,9,1
movies,Alpha,9,1
ost,Alpha,10,1
than,Alpha,9,1
the,Alpha,9,1
v,Alpha,10,1
vs,Alpha,10,1
x,Alpha,3,2
x,Alpha,10,1
~,Punctuation,1,3
~,Punctuation,3,1
~,Punctuation,6,1
~,Punctuation,7,2
~,Punctuation,8,1
~,Punctuation,9,1
~,Punctuation,10,12
~!,Punctuation,10,1
~!!,Punctuation,10,1
~~,Punctuation,9,1
~~,Punctuation,10,9
~~!!!,Punctuation,8,2
~~@,Punctuation,10,1
~~^^,Punctuation,10,1
~~~,Punctuation,8,2
~~~,Punctuation,10,1
~~~~,Punctuation,10,2
‥,Foreign,7,1
♡,Foreign,10,2
♡♡♡,Foreign,10,1
♡♡♡♡,Foreign,10,1
ㄱ,KoreanParticle,10,1
ㄷㄷ,KoreanParticle,10,2
ㄷㄷㄷ,KoreanParticle,10,1
ㄹ,KoreanParticle,10,1
ㄹㅇ,KoreanParticle,9,1
ㄹㅇ,KoreanParticle,10,1
ㅁ,KoreanParticle,10,1
ㅇ,KoreanParticle,10,3
ㅇㅇ,KoreanParticle,10,1
ㅇㅈ,KoreanParticle,10,1
ㅈㄴ,KoreanParticle,10,1
ㅉㅉ,KoreanParticle,10,1
ㅋ,KoreanParticle,1,6
ㅋ,KoreanParticle,8,1
ㅋ,KoreanParticle,10,7
ㅋㅋ,KoreanParticle,1,2
ㅋㅋ,KoreanParticle,3,1
ㅋㅋ,KoreanParticle,4,1
ㅋㅋ,KoreanParticle,6,2
ㅋㅋ,KoreanParticle,7,1
ㅋㅋ,KoreanParticle,8,3
ㅋㅋ,KoreanParticle,9,2
ㅋㅋ,KoreanParticle,10,16
ㅋㅋㄱ,KoreanParticle,8,1
ㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋ,KoreanParticle,10,7
ㅋㅋㅋㅋ,KoreanParticle,1,1
ㅋㅋㅋㅋ,KoreanParticle,2,2
ㅋㅋㅋㅋ,KoreanParticle,8,2
ㅋㅋㅋㅋ,KoreanParticle,10,2
ㅋㅣㅣㅋ,KoreanParticle,1,1
ㅌ,KoreanParticle,10,1
ㅎㅎ,KoreanParticle,8,3
ㅎㅎ,KoreanParticle,10,3
ㅎㅎㅎ,KoreanParticle,10,4
ㅏ,KoreanParticle,10,1
ㅗ,KoreanParticle,10,1
ㅛ,KoreanParticle,10,1
ㅜ,KoreanParticle,6,1
ㅜ,KoreanParticle,10,1
ㅜㅜ,KoreanParticle,1,1
ㅜㅜ,KoreanParticle,4,1
ㅜㅜ,KoreanParticle,7,1
ㅜㅜ,KoreanParticle,10,4
ㅜㅜㅜ,KoreanParticle,2,1
ㅜㅜㅜㅜ,KoreanParticle,10,1
ㅠ,KoreanParticle,4,1
ㅠ,KoreanParticle,7,1
ㅠ,KoreanParticle,10,5
ㅠㅜ,KoreanParticle,10,1
ㅠㅠ,KoreanParticle,2,2
ㅠㅠ,KoreanParticle,4,1
ㅠㅠ,KoreanParticle,10,13
ㅠㅠㅠ,KoreanParticle,10,2
ㅡ,KoreanParticle,10,2
ㅡㅡ,KoreanParticle,1,1
ㅡㅡ,KoreanParticle,6,1
가,Josa,1,10
가,Josa,2,3
가,Josa,4,3
가,Josa,6,5
가,Josa,7,7
가,Josa,8,14
가,Josa,9,8
가,Josa,10,56
가,Verb,1,2
가,Verb,7,1
가,Verb,8,2
가,Verb,9,3
가,Verb,10,19
가고,Verb,10,1
가기,Noun,9,1
가기,Noun,10,1
가끔,Noun,8,1
가끔,Noun,9,1
가는,Verb,9,1
가는,Verb,10,2
가는거야,Verb,7,1
가는줄,Verb,10,4
가능,Noun,10,1
가능하고,Adjective,3,1
가능할듯,Adjective,10,1
가다오,Verb,9,1
가라,Noun,10,1
가라앉은,Verb,10,1
가면,Noun,10,1
가상,Noun,10,1
가서,Verb,10,5
가야,Noun,10,2
가장,Noun,9,1
가장,Noun,10,9
가장이,Noun,8,1
가족,Noun,10,1
가족영화,Noun,10,1
가지러,Verb,9,1
가출,Noun,10,1
가히,Adverb,9,1
가히,Adverb,10,2
각,Modifier,10,2
각,Noun,7,1
간,Foreign,10,1
간,Noun,10,1
간,Suffix,8,1
간간히,Adverb,3,1
간다,Foreign,10,1
간다,Noun,10,2
간만,Noun,10,1
간의,Noun,10,1
간이,Noun,3,1
간지나는,Verb,10,1
갈,Verb,8,1
갈,Verb,9,2
갈,Verb,10,1
갈릭,Noun,10,1
갈린게,Verb,10,1
갈아,Adverb,10,2
갈아탔다,Verb,10,1
갈았구나,Verb,10,1
감,Noun,4,1
감,Noun,10,4
감독,Noun,1,1
감독,Noun,8,1
감독,Noun,9,3
감독,Noun,10,7
감동,Noun,8,1
감동,Noun,10,8
감사,Noun,10,1
감사합니다,Verb,10,1
감안,Noun,1,1
감안,Noun,10,1
감탄,Noun,10,1
갑,Noun,7,1
갑,Noun,10,1
갑각류,Noun,1,1
갑니다,Verb,10,1
갑다,Verb,2,1
갑옷,Noun,10,1
갑자기,Noun,1,1
갑툭튀,Noun,1,1
갑툭튀,Noun,7,1
값,Noun,10,1
값어치,Noun,10,1
갓,Modifier,10,2
갓,Noun,10,2
갔는데,Verb,10,2
강,Noun,10,6
강력,Noun,10,1
강추,Noun,9,2
강추,Noun,10,3
강추임,Noun,10,1
강한,Adjective,10,1
강해,Adjective,10,1
갖고,Verb,7,1
갖다,Verb,10,1
갖춰,Verb,9,1
갖췄다고,Verb,9,1
갘,Noun,1,1
같고,Adjective,1,3
같기,Adjective,7,1
같기는,Adjective,9,1
같기도,Adjective,7,1
같네요,Adjective,8,1
같다,Adjective,1,1
같다,Adjective,9,2
같다,Adjective,10,8
같다는,Adjective,10,1
같습니다,Adjective,10,1
같아,Adjective,3,1
같아요,Adjective,10,5
같았,Adjective,10,1
같았다,Adjective,10,1
같으니,Adjective,10,1
같은,Adjective,1,1
같은,Adjective,3,1
같은,Adjective,9,2
같은,Adjective,10,1
같은데,Adjective,1,1
같은데,Adjective,2,1
같음,Adjective,1,2
같음,Adjective,7,1
같음,Adjective,8,1
같음,Adjective,10,2
같이,Adverb,1,1
같이,Adverb,2,1
같이,Adverb,8,1
같이,Adverb,10,1
같이,Josa,9,1
같지,Adjective,10,1
개,Noun,1,3
개,Noun,2,1
개,Noun,3,1
개,Noun,6,1
개,Noun,8,1
개,Noun,9,1
개,Noun,10,10
개,Suffix,6,2
개,Suffix,10,1
개그,Noun,7,1
개그,Noun,10,2
개꿀,Noun,10,1
개꿀잼,Noun,10,5
개꿀잼임,Noun,10,2
개떼,Noun,9,1
개멋,Noun,10,1
개봉,Noun,9,1
개봉,Noun,10,1
개연,Noun,1,1
개연,Noun,4,3
개연,Noun,6,1
개연,Noun,7,2
개연,Noun,9,2
개연,Noun,10,2
개이득,Noun,1,1
개이뻨,Noun,8,1
개인,Noun,8,1
개인,Noun,10,6
개조,Noun,1,1
개쩜,Noun,10,1
갤가,Verb,10,1
갱신,Noun,10,1
걍,Adverb,4,2
걍,Adverb,10,2
거,Noun,1,2
거,Noun,9,1
거,Noun,10,7
거대,Noun,2,1
거대,Noun,8,1
거대한,Adjective,10,1
거리,Noun,10,1
걱정,Noun,1,1
걱정,Noun,9,1
건,Noun,1,1
건,Noun,9,1
건,Noun,10,2
건가,Noun,1,1
건가,Noun,2,1
건가,Noun,3,1
건네주는지,Verb,1,1
건조,Noun,1,1
건지,Verb,1,1
걷어가도,Verb,10,1
걸,Noun,7,1
걸,Noun,9,1
걸,Noun,10,9
걸린줄,Verb,10,1
걸작,Noun,10,1
검색,Noun,2,1
겁나,Verb,10,5
것,Noun,1,3
것,Noun,2,1
것,Noun,4,1
것,Noun,8,2
것,Noun,10,13
겄,Noun,9,1
게,Josa,1,1
게,Josa,2,1
게,Josa,7,1
게,Josa,8,2
게,Josa,9,1
게,Josa,10,7
게다가,Noun,4,1
게다가,Noun,7,1
게뭐,Noun,3,1
게임,Noun,1,1
게임,Noun,3,1
게임,Noun,9,1
게임,Noun,10,2
겨울,Noun,8,1
격,Noun,10,1
견제,Noun,10,1
결국,Adverb,2,1
결투,Noun,10,1
경,Noun,10,1
경쟁,Noun,10,1
경쾌하고,Adjective,10,1
경험,Noun,7,1
계,Noun,1,1
계,Suffix,10,1
계속,Noun,2,2
계속,Noun,8,2
계속,Noun,10,3
고,Josa,1,2
고,Josa,2,1
고,Josa,3,2
고,Josa,4,1
고,Josa,10,19
고,Modifier,6,1
고,Modifier,10,3
고,Noun,2,3
고,Noun,10,1
고고,Noun,2,1
고마워요,Adjective,10,1
고맙다,Adjective,9,1
고문,Noun,1,1
고민,Noun,1,1
고민,Noun,10,1
고생,Noun,1,1
고생,Noun,10,1
고서,Noun,10,1
고질라,Noun,8,1
고집,Noun,8,1
곱니다,Adjective,10,1
공간,Noun,3,1
공룡,Noun,2,1
공식,Noun,10,1
공신,Noun,10,1
공원,Noun,8,2
공포,Noun,9,2
공포,Noun,10,5
공포영화,Noun,9,1
과,Josa,2,1
과,Josa,8,4
과,Josa,9,3
과,Josa,10,19
과,Noun,4,1
과,Noun,10,1
과정,Noun,10,1
관,Noun,10,1
관객,Noun,1,1
관객수,Noun,10,1
관광,Noun,2,1
관람,Noun,6,1
관람,Noun,9,1
관람,Noun,10,1
관람객,Noun,10,1
관리,Noun,10,1
관심,Noun,1,1
광경,Noun,10,1
광고,Noun,3,1
광활한,Adjective,10,1
괜찮게,Adjective,9,1
괜찮고,Adjective,10,1
괜찮네요,Adjective,10,1
괜찮습니다,Adjective,9,1
괜찮았고,Adjective,10,1
괜찮았는데,Adjective,10,1
괜찮았던,Adjective,10,1
괜찮은,Adjective,1,1
괜찮은,Adjective,7,1
괜찮은데,Adjective,8,1
괜춘하,Noun,10,1
괴물,Noun,9,1
괴물,Noun,10,1
괴수,Noun,2,1
괴수,Noun,10,1
굉장,Noun,9,1
굉장히,Adjective,7,1
굉장히,Adjective,8,1
굉장히,Adjective,10,2
교,Noun,10,1
구,Noun,6,1
구나,Noun,1,1
구렸었는데,Adjective,7,1
구분,Noun,10,1
구세주,Noun,8,1
구한,Noun,9,1
구해,Noun,10,2
구현,Noun,1,1
구현,Noun,9,1
군단,Noun,2,1
군대,Noun,7,1
굳,Adjective,10,3
굳어졌다,Verb,10,1
굳이,Noun,10,1
굿,Noun,3,1
굿,Noun,10,2
궁굼,Noun,10,1
권,Suffix,9,1
권장,Noun,8,1
궨,Noun,10,1
귀여웠어요,Adjective,10,1
그,Determiner,3,1
그,Determiner,6,1
그,Determiner,7,2
그,Determiner,9,1
그,Determiner,10,2
그,Noun,1,2
그,Noun,9,2
그,Noun,10,6
그간,Noun,8,1
그걸,Adverb,10,1
그것,Noun,6,1
그것,Noun,10,1
그게,Noun,1,1
그나마,Adverb,4,1
그나마,Adverb,6,1
그나마,Adverb,10,1
그나저나,Adverb,9,1
그나저나,Adverb,10,1
그냥,Modifier,10,2
그냥,Noun,1,3
그냥,Noun,2,1
그냥,Noun,8,1
그냥,Noun,9,1
그냥,Noun,10,13
그닥,Noun,8,1
그대로,Noun,7,1
그대로,Noun,10,2
그동안,Noun,8,1
그동안,Noun,9,1
그래놓고,Adjective,1,1
그래도,Adjective,10,1
그래도,Adverb,7,1
그래도,Adverb,10,1
그래픽,Noun,6,1
그래픽,Noun,9,1
그래픽,Noun,10,8
그랬다,Adjective,6,1
그랬듯,Adjective,10,1
그랬지만,Adjective,8,1
그러나,Conjunction,7,1
그러나,Conjunction,10,2
그럭저럭,Adverb,10,1
그런,Adjective,10,1
그런데,Conjunction,7,2
그런지,Adjective,9,1
그런지,Adjective,10,3
그런진,Adjective,9,1
그럴듯한,Adjective,9,1
그럼,Adjective,6,1
그럼에도,Adjective,9,1
그렇것,Adjective,2,1
그렇게,Adverb,7,1
그렇구만,Adjective,4,1
그렇기에,Adjective,10,1
그렇다고,Conjunction,7,1
그렇듯,Adjective,6,1
그렇지,Adjective,10,1
그렇지만,Conjunction,10,1
그렸다면,Verb,10,1
그리고,Conjunction,1,1
그리고,Conjunction,3,1
그리고,Conjunction,6,1
그리고,Conjunction,7,1
그리고,Conjunction,8,3
그리고,Conjunction,9,1
그리고,Conjunction,10,11
그리고여,Verb,10,1
그리스,Noun,10,1
그린다면,Verb,10,1
그린랜턴,Noun,10,1
그저,Adverb,6,2
그저,Adverb,8,1
극,Suffix,10,1
극장,Noun,10,6
극치,Noun,1,1
근,Modifier,10,1
근근히,Noun,1,1
근데,Adverb,1,1
근데,Adverb,7,1
근데,Adverb,9,2
근데,Adverb,10,3
근래,Noun,10,3
글,Noun,4,1
글,Noun,6,1
글,Noun,7,1
글러,Noun,6,1
글리,Noun,1,1
금빛,Noun,10,1
급,Noun,1,1
급,Noun,9,1
급,Noun,10,1
급,Suffix,9,3
급,Suffix,10,14
급하게,Adjective,3,1
기,Modifier,9,1
기,Modifier,10,8
기,Noun,10,1
기기,Noun,10,1
기다려요,Verb,8,1
기다린,Verb,8,1
기대,Noun,2,1
기대,Noun,6,1
기대,Noun,7,1
기대,Noun,9,1
기대,Noun,10,10
기대는,Verb,10,2
기대하고,Adjective,10,2
기대하다,Adjective,10,1
기도,Noun,10,2
기를,Verb,10,1
기본,Noun,10,1
기부,Noun,1,1
기분,Noun,10,5
기술,Noun,1,1
기술,Noun,7,1
기술,Noun,10,1
기승,Noun,10,1
기억나네,Verb,10,1
기울여,Verb,10,1
기존,Noun,7,2
기준,Noun,7,1
기준,Noun,10,1
기해,Noun,3,1
긴,Verb,7,1
긴,Verb,9,1
긴,Verb,10,1
긴데,Verb,10,1
긴장,Noun,9,1
긴장,Noun,10,2
긴장감,Noun,4,1
길,Noun,10,2
길긴하지만,Adjective,9,1
길다는,Verb,2,1
길어서,Verb,1,1
길어요,Verb,10,1
길었는데도,Adjective,10,1
깊이,Noun,4,1
까,Verb,10,1
까고,Verb,10,1
까라는,Verb,10,1
까지,Josa,3,1
까지,Josa,6,1
까지,Josa,8,1
까지,Josa,9,1
까지,Josa,10,8
까지는,Josa,10,1
까지의,Josa,9,1
까지의,Josa,10,1
깔,Verb,10,1
깔끔한,Adjective,10,1
깜짝,Noun,10,1
깜짝였는데,Verb,10,1
깬다,Verb,10,1
꺼,Suffix,10,1
꺼리가,Verb,9,1
께,Josa,10,1
꼬였는데,Adjective,10,1
꼭,Noun,2,1
꼭,Noun,10,23
꽁트같아,Noun,7,1
꽉찬,Verb,8,1
꽤,Noun,7,1
꽤,Noun,10,1
꾸,Verb,6,1
꾸,Verb,10,1
꾸르잼,Noun,10,1
꿀,Noun,10,1
꿀리지,Verb,10,1
꿀잠,Noun,10,1
꿀잼,Noun,8,1
꿀잼,Noun,10,6
꿀잼임,Noun,10,1
끄는,Verb,2,1
끊기는,Verb,7,1
끊임없이,Adjective,10,1
끌어,Verb,10,1
끓이는,Verb,1,1
끝,Noun,1,1
끝,Noun,2,1
끝,Noun,8,1
끝,Noun,9,1
끝나고,Verb,8,1
끝나고,Verb,10,2
끝나기,Verb,10,1
끝난줄,Verb,10,2
끝났네요,Verb,10,1
끝났습니다,Verb,10,1
끝내주던데요,Adjective,10,1
끝내준다,Verb,10,1
끝장,Noun,10,1
끝판,Noun,9,1
끝판,Noun,10,1
끼워,Verb,6,1
나,Josa,1,2
나,Josa,7,1
나,Josa,8,1
나,Josa,9,1
나,Josa,10,5
나,Noun,2,1
나,Noun,3,1
나,Noun,4,1
나,Noun,9,1
나,Noun,10,8
나가고,Verb,2,1
나가니까,Verb,10,1
나가니깐,Verb,10,1
나감,Verb,10,1
나름,Noun,1,1
나름,Noun,10,1
나마,Josa,3,1
나머지,Noun,10,1
나면서,Verb,10,1
나쁘지,Adjective,7,1
나쁘지,Adjective,10,2
나쁘진,Adjective,7,1
나서,Verb,1,1
나아졌음,Verb,7,1
나오고,Verb,1,1
나오고,Verb,2,1
나오고,Verb,8,1
나오고,Verb,9,1
나오고,Verb,10,1
나오길,Verb,10,1
나오네요,Verb,8,1
나오는,Verb,2,1
나오는,Verb,10,3
나오는데,Verb,10,1
나오다니,Verb,10,1
나오면,Verb,10,3
나온,Verb,1,1
나온,Verb,10,2
나올,Verb,1,1
나올,Verb,8,1
나올,Verb,10,1
나올거라는,Verb,10,1
나옴,Verb,1,1
나옴,Verb,2,1
나옴,Verb,9,1
나와,Verb,10,1
나와라,Noun,10,1
나와서,Verb,2,1
나와서,Verb,10,1
나와야되,Verb,2,2
나왓던,Noun,10,1
나왓으,Noun,10,1
나왔,Verb,10,1
나왔네,Verb,10,1
나왔네요,Verb,9,1
나왔네요,Verb,10,1
나왔는데,Verb,10,1
나왔다,Verb,10,1
나왔으면,Verb,3,1
나왔으면,Verb,9,1
나왔음,Verb,2,1
나은,Noun,4,1
나은,Noun,10,1
나음,Verb,9,1
나이,Noun,10,2
나타났다,Verb,9,1
나타낸듯,Verb,10,1
낙인,Noun,10,1
난,Josa,10,2
난,Noun,6,1
난,Noun,7,1
난,Noun,10,7
난다,Verb,8,1
난생처음,Noun,1,1
날,Noun,2,1
날라가서,Verb,2,1
날렷다,Verb,1,1
날리고,Verb,10,1
남,Noun,4,1
남,Noun,8,1
남,Noun,10,3
남겨,Verb,10,2
남기는데,Verb,1,1
남기는데,Verb,2,1
남여,Noun,10,1
남자,Noun,1,1
남자,Noun,10,2
남주,Verb,1,2
남주,Verb,10,3
남친,Noun,10,1
낫다,Noun,7,1
났다,Verb,10,1
났음,Verb,10,2
낭비,Noun,10,2
내,Determiner,2,1
내,Determiner,7,1
내,Determiner,10,3
내,Noun,2,1
내,Noun,8,1
내,Noun,10,5
내고,Verb,10,1
내구,Verb,10,1
내내,Noun,1,1
내내,Noun,7,1
내내,Noun,10,3
내놔라,Verb,10,1
내려,Verb,1,1
내려갔길래,Verb,10,1
내야,Noun,2,1
내용,Noun,1,1
내용,Noun,2,2
내용,Noun,3,1
내용,Noun,4,1
내용,Noun,6,2
내용,Noun,8,2
내용,Noun,10,7
낸,Verb,10,1
낸건,Verb,10,1
낸듯,Verb,10,2
냄,Verb,9,1
냐,Josa,10,1
냥,Josa,6,1
너,Modifier,10,3
너,Noun,9,1
너무,Adverb,1,8
너무,Adverb,2,4
너무,Adverb,3,1
너무,Adverb,4,3
너무,Adverb,6,3
너무,Adverb,7,5
너무,Adverb,8,3
너무,Adverb,9,5
너무,Adverb,10,39
너무하더군요,Adjective,10,1
너무했다,Adjective,2,1
넋,Noun,10,1
널,Noun,10,1
넘,Verb,4,1
넘,Verb,10,11
넘게,Verb,10,2
넘길듯,Verb,10,1
넘는,Verb,1,1
넘는,Verb,10,1
넘사벽,Noun,10,1
넘어가는거,Verb,4,1
넘쳐나는,Adjective,10,1
넘쳐요,Adjective,9,1
넘쳤음,Adjective,8,1
넘치네요,Adjective,10,1
넘치는,Adjective,10,2
넘치던지,Adjective,10,1
넣는,Verb,7,1
넣었다,Verb,9,1
넣은,Verb,10,1
넣은게,Verb,10,1
네,Determiner,6,1
네,Determiner,9,1
네,Determiner,10,1
네,Josa,1,1
네,Josa,2,2
네,Josa,10,2
네,Suffix,9,1
네,Suffix,10,4
넵튠,Noun,9,1
년도,Noun,10,2
노래,Noun,10,5
노력,Noun,7,2
노무,Noun,10,2
노스,Noun,10,1
노잼,Noun,1,2
노잼,Noun,2,1
노잼,Noun,4,1
녹아,Verb,9,1
놀라게하는,Verb,10,1
놀라고,Verb,9,1
놀라다,Verb,9,1
놀러,Verb,10,1
놀이기구,Noun,10,2
놈,Noun,1,2
놈,Noun,10,1
높게주는,Adjective,1,1
높나,Adjective,2,1
높네,Adjective,2,1
높아서,Adjective,1,2
높아졌나,Verb,4,1
높은지,Adjective,2,1
높을수도,Adjective,2,1
놓고,Verb,10,1
누,Noun,7,1
누구,Noun,1,1
누군가,Noun,10,2
눈,Noun,4,1
눈,Noun,7,1
눈,Noun,8,1
눈,Noun,10,24
눈물,Noun,10,1
눈빛,Noun,8,1
눈뽕,Noun,3,1
눈뽕,Noun,10,2
눈요기,Noun,3,1
눈요기,Noun,6,1
눈요기,Noun,8,1
눈요기,Noun,9,1
눈요기,Noun,10,3
눌러주세요,Verb,10,1
눌러주십시요,Verb,10,1
눼,Noun,10,1
느껴졌고,Verb,10,1
느껴졌네요,Verb,10,1
느껴진다,Verb,10,3
느껴질,Verb,10,1
느껴짐,Verb,10,1
느꼈는데,Verb,10,1
느꼈다,Verb,10,1
느끼는지,Verb,10,1
느끼함,Adjective,1,2
느낀,Verb,10,1
느낌,Noun,1,6
느낌,Noun,3,3
느낌,Noun,6,1
느낌,Noun,7,3
느낌,Noun,8,1
느낌,Noun,9,1
느낌,Noun,10,6
느낌이었어,Verb,3,1
느낌이였음,Verb,1,1
는,Josa,1,7
는,Josa,3,2
는,Josa,6,3
는,Josa,7,5
는,Josa,8,7
는,Josa,9,11
는,Josa,10,44
는,Verb,3,1
는,Verb,5,1
는,Verb,9,1
는,Verb,10,10
는걸,Noun,10,1
는데,Verb,2,1
는데,Verb,10,1
늘어지는,Verb,10,1
늙고,Verb,1,2
늙어,Verb,4,1
늙지도,Verb,10,1
능력,Noun,2,1
능력,Noun,10,3
니,Josa,9,1
니,Josa,10,2
니,Noun,2,1
니콜,Noun,1,1
니콜,Noun,4,1
니콜,Noun,8,1
니콜,Noun,10,5
님,Noun,10,1
님,Suffix,10,1
다,Adverb,1,4
다,Adverb,4,1
다,Adverb,8,1
다,Adverb,9,3
다,Adverb,10,13
다,Josa,1,4
다,Josa,6,1
다,Josa,8,2
다,Josa,9,3
다,Josa,10,11
다가,Noun,1,1
다가,Noun,10,3
다녀온,Verb,10,1
다녀온듯,Verb,9,1
다니는거,Verb,10,1
다듬은,Verb,10,1
다려짐,Verb,10,1
다르고,Adjective,9,1
다른,Modifier,10,2
다른,Noun,2,1
다른,Noun,9,2
다른,Noun,10,3
다릅니다,Adjective,10,1
다리,Noun,7,1
다리미,Noun,1,1
다만,Noun,7,1
다만,Noun,8,1
다빈치코드,Noun,10,1
다소,Noun,2,1
다소,Noun,10,1
다시,Noun,10,7
다시는,Verb,1,1
다양한,Adjective,10,1
다웠던,Noun,10,1
다음,Noun,8,1
다음,Noun,10,1
다큐,Noun,10,1
다크나이트,Noun,7,1
다크나이트,Noun,10,1
다합,Noun,9,1
다해,Noun,8,1
다해,Noun,10,2
닦이,Verb,10,1
단,Noun,9,1
단결,Noun,8,1
단디,Noun,10,1
단순,Noun,3,1
단순히,Adjective,3,1
단점,Noun,6,1
단점,Noun,10,1
달,Noun,2,1
달,Noun,10,3
달라지나,Verb,10,1
달려,Verb,9,1
달려,Verb,10,1
닮음,Noun,10,1
담고,Verb,2,1
답,Noun,9,1
닷,Modifier,1,2
닷,Modifier,8,1
닷,Modifier,10,2
당연하지만,Adjective,4,1
당하고,Adjective,1,1
닺,Noun,10,1
대,Modifier,10,5
대,Verb,10,1
대게,Noun,2,1
대규모,Noun,8,1
대단하다고,Adjective,10,2
대단한,Adjective,10,1
대동,Noun,8,1
대로,Josa,1,1
대로,Josa,10,2
대미,Noun,10,1
대박,Noun,10,15
대비,Noun,10,1
대사,Noun,1,3
