형태소,품사,분류,카운트
28일,Number,10,1
2999,Number,10,1
29년,Number,10,2
29일,Number,10,1
2만원,Number,10,1
2시,Number,10,1
2시간,Number,2,1
2시간,Number,7,1
2시간,Number,8,1
2시간,Number,10,6
2천,Number,10,1
2천만,Number,10,1
2회,Number,10,2
3,Number,1,2
3,Number,4,1
3,Number,6,2
3,Number,7,2
3,Number,8,6
3,Number,9,1
3,Number,10,51
"3,000",Number,10,3
"3,000만",Number,10,2
3.000만,Number,10,1
3.4,Number,10,1
30,Number,10,9
300,Number,10,1
3000,Number,9,1
3000,Number,10,89
30000,Number,10,1
30000만,Number,9,1
30000만,Number,10,2
3000년,Number,10,1
3000만,Number,4,1
3000만,Number,8,5
3000만,Number,9,8
3000만,Number,10,319
3000시간,Number,10,1
3000원,Number,10,1
3000천만,Number,10,6
30분,Number,1,1
30분,Number,2,1
30분,Number,6,2
30분,Number,7,1
30분,Number,8,1
30분,Number,10,10
33,Number,10,1
36,Number,10,2
37년,Number,10,1
39,Number,10,1
3만,Number,10,1
3분,Number,10,5
3시간,Number,1,3
3시간,Number,2,2
3시간,Number,6,1
3시간,Number,7,7
3시간,Number,8,10
3시간,Number,9,5
3시간,Number,10,161
3억만,Number,10,1
3일,Number,10,1
3천,Number,10,3
3천만,Number,10,3
3초,Number,10,1
3회,Number,10,2
4,Number,8,2
4,Number,9,2
4,Number,10,31
4/26,Number,10,1
40,Number,10,4
4000,Number,10,1
40분,Number,10,2
416만분,Number,10,1
48,Number,10,1
4~5,Number,10,1
4년,Number,10,2
4월,Number,10,3
5,Number,1,1
5,Number,4,1
5,Number,7,2
5,Number,9,1
5,Number,10,11
50,Number,10,1
50%,Number,10,1
5000,Number,10,1
50000원,Number,10,1
5000원,Number,10,2
55분,Number,10,1
5만원,Number,10,1
5시간,Number,9,1
5시간,Number,10,1
5초,Number,8,1
5초,Number,10,1
6,Number,1,1
6,Number,8,1
6,Number,10,13
605,Number,10,1
650,Number,10,1
7,Number,1,2
7,Number,7,2
7,Number,8,1
7,Number,10,6
7.8,Number,10,1
70%,Number,6,1
7년,Number,9,1
7분,Number,10,1
7시,Number,10,6
7월,Number,10,3
8,Number,1,1
8,Number,8,2
8,Number,9,1
8,Number,10,3
80,Number,8,1
80,Number,10,1
85,Number,10,1
8분,Number,10,1
8시,Number,10,1
9,Number,6,1
9,Number,8,1
9,Number,9,7
9,Number,10,4
9-600,Number,10,1
9.5,Number,1,1
9.5,Number,9,1
9.5,Number,10,1
9.55,Number,10,1
9.99,Number,10,1
900,Number,10,3
9000원,Number,10,1
90분,Number,5,1
9472929,Number,10,1
999,Number,10,1
9시,Number,10,2
:,Punctuation,9,1
:,Punctuation,10,23
:),Punctuation,8,1
:),Punctuation,10,6
:)),Punctuation,10,1
;,Punctuation,10,5
;;,Punctuation,1,1
;;,Punctuation,8,1
;;,Punctuation,10,5
;;;,Punctuation,1,1
;;;,Punctuation,10,2
;;;;,Punctuation,10,1
<,Punctuation,10,3
<<<<,Punctuation,10,1
=,Punctuation,8,2
=,Punctuation,10,7
>,Punctuation,10,2
><,Punctuation,10,1
>>>>,Punctuation,10,1
>?,Punctuation,2,1
?,Punctuation,1,14
?,Punctuation,2,4
?,Punctuation,5,1
?,Punctuation,6,3
?,Punctuation,7,3
?,Punctuation,8,12
?,Punctuation,9,3
?,Punctuation,10,124
?!..,Punctuation,7,1
"?""",Punctuation,10,1
"?),",Punctuation,10,1
?..,Punctuation,9,1
?...,Punctuation,10,1
??,Punctuation,1,1
??,Punctuation,9,1
??,Punctuation,10,16
??!!,Punctuation,10,1
??;,Punctuation,10,1
???,Punctuation,10,3
???:,Punctuation,10,1
????,Punctuation,10,5
??????,Punctuation,10,2
??????????,Punctuation,10,1
@!!!,Punctuation,10,1
A,Alpha,10,1
AGAIN,Alpha,10,1
AM,Alpha,10,9
ASSEMBLE,Alpha,10,3
AVENGERS,Alpha,10,4
Am,Alpha,10,2
And,Alpha,10,5
Aseemble,Alpha,10,1
Assemble,Alpha,8,1
Assemble,Alpha,9,1
Assemble,Alpha,10,20
Avengers,Alpha,8,1
Avengers,Alpha,10,33
BEND,Alpha,10,3
BEST,Alpha,10,1
Been,Alpha,10,1
Black,Alpha,9,1
Boseman,Alpha,9,2
Bye,Alpha,10,1
CG,Alpha,8,1
CG,Alpha,10,2
CGV,Alpha,10,5
Can,Alpha,10,1
Cap,Alpha,10,2
Captain,Alpha,10,1
Chadwick,Alpha,9,2
Cheeze,Alpha,10,1
D,Alpha,8,4
D,Alpha,10,3
DC,Alpha,8,1
DC,Alpha,10,4
DVD,Alpha,10,1
Dear,Alpha,10,1
E,Alpha,10,1
End,Alpha,10,1
Endgame,Alpha,10,2
Ending,Alpha,10,1
Everything,Alpha,10,1
FOREVERavengers,Alpha,10,1
Fantasy,Alpha,10,1
Forever,Alpha,10,3
GOOD,Alpha,10,5
Game,Alpha,10,1
Good,Alpha,8,1
Good,Alpha,10,3
Green,Alpha,10,1
Groot,Alpha,10,1
H,Alpha,10,1
He,Alpha,8,1
Heil,Alpha,10,1
Howard,Alpha,10,1
Hydra,Alpha,10,1
I,Alpha,8,1
I,Alpha,9,1
I,Alpha,10,93
IRON,Alpha,10,8
IRONMAN,Alpha,10,6
ImlronItonos,Alpha,10,1
Inevitable,Alpha,10,1
Iron,Alpha,10,8
IronMan,Alpha,10,1
Ironman,Alpha,10,17
It,Alpha,10,2
Its,Alpha,8,1
J,Alpha,10,1
K,Alpha,10,1
Kiss,Alpha,10,1
LOVE,Alpha,10,4
Long,Alpha,10,2
Love,Alpha,9,1
Love,Alpha,10,2
M,Alpha,10,2
MAN,Alpha,10,8
MARVEL,Alpha,10,6
MCU,Alpha,7,1
MCU,Alpha,8,1
MCU,Alpha,9,4
MCU,Alpha,10,21
MX,Alpha,10,1
Man,Alpha,10,3
Marvel,Alpha,10,3
Masterpiece,Alpha,10,1
Mr,Alpha,10,1
My,Alpha,10,1
N,Alpha,10,1
OO,Alpha,1,1
OO,Alpha,10,6
OOO,Alpha,10,1
OST,Alpha,10,1
On,Alpha,10,3
P,Alpha,9,1
P,Alpha,10,1
PC,Alpha,8,1
Panther,Alpha,9,1
Perfect,Alpha,10,1
Please,Alpha,8,1
Proof,Alpha,10,2
Ps,Alpha,8,1
R,Alpha,9,1
R,Alpha,10,1
RDJ,Alpha,10,1
RIP,Alpha,10,1
SF,Alpha,8,2
SF,Alpha,10,8
SNS,Alpha,10,1
STAN,Alpha,10,1
STUDIOS,Alpha,10,1
Sam,Alpha,10,1
Sf,Alpha,10,1
Speechless,Alpha,10,1
Stark,Alpha,10,2
T,Alpha,10,3
THANK,Alpha,10,1
TOP,Alpha,10,2
TV,Alpha,8,1
TV,Alpha,10,1
Thank,Alpha,10,6
Thanks,Alpha,10,1
That,Alpha,10,2
The,Alpha,9,1
The,Alpha,10,2
Thor,Alpha,10,1
Time,Alpha,10,1
Tony,Alpha,10,5
VOD,Alpha,10,1
WE,Alpha,10,3
WON,Alpha,10,3
We,Alpha,10,4
Wow,Alpha,10,1
X,Alpha,8,1
YOU,Alpha,10,4
You,Alpha,10,1
[,Punctuation,10,2
],Punctuation,10,2
^,Foreign,10,1
^,Punctuation,10,5
^#마블,Hashtag,10,1
^^,Punctuation,4,1
^^,Punctuation,8,4
^^,Punctuation,9,3
^^,Punctuation,10,33
^^;;,Punctuation,8,1
^^~~~,Punctuation,10,1
^__^,Punctuation,10,1
_,Punctuation,10,1
`,Punctuation,10,2
`~~~~,Punctuation,10,1
a,Alpha,8,1
a,Alpha,10,3
actor,Alpha,8,1
again,Alpha,10,1
am,Alpha,10,30
amazing,Alpha,8,1
amazing,Alpha,10,1
an,Alpha,10,2
and,Alpha,8,1
and,Alpha,10,4
are,Alpha,10,1
as,Alpha,10,2
asgasdgasgasg,Alpha,10,1
assamemble,Alpha,10,1
assemble,Alpha,10,12
assy,Alpha,10,1
avenge,Alpha,10,1
avengers,Alpha,9,1
avengers,Alpha,10,4
awesome,Alpha,10,2
b,Alpha,10,1
best,Alpha,10,3
bullsh,Alpha,10,1
burger,Alpha,10,1
cg,Alpha,10,3
cgv,Alpha,8,1
cgv,Alpha,10,2
cinematic,Alpha,10,2
d,Alpha,8,3
d,Alpha,10,2
dc,Alpha,8,1
do,Alpha,10,1
done,Alpha,10,1
dvd,Alpha,8,1
dvd,Alpha,10,2
end,Alpha,9,1
engergy,Alpha,9,1
ever,Alpha,10,1
every,Alpha,10,1
everything,Alpha,10,1
fantastic,Alpha,8,1
feels,Alpha,10,1
first,Alpha,10,1
followed,Alpha,10,1
for,Alpha,10,2
forever,Alpha,10,1
forget,Alpha,10,1
friend,Alpha,8,1
ggfgg,Alpha,10,1
girl,Alpha,8,1
god,Alpha,10,1
good,Alpha,8,1
good,Alpha,10,10
goodgoodgoodgood,Alpha,10,1
groot,Alpha,10,1
hail,Alpha,10,1
has,Alpha,10,2
have,Alpha,10,1
hear,Alpha,10,1
heart,Alpha,10,1
heartI,Alpha,10,1
hero,Alpha,10,1
heroes,Alpha,10,1
https://blog.naver.com/yesterday_today/221582475373,URL,10,1
hydra,Alpha,10,1
i,Alpha,10,13
im,Alpha,9,1
im,Alpha,10,3
inevitable,Alpha,10,3
iron,Alpha,10,20
ironman,Alpha,10,15
is,Alpha,8,1
it,Alpha,8,1
it,Alpha,10,3
its,Alpha,10,1
japan,Alpha,10,1
l,Alpha,10,3
led,Alpha,10,1
left,Alpha,10,4
lit,Alpha,10,1
ll,Alpha,10,1
love,Alpha,10,32
lronman,Alpha,10,1
m,Alpha,10,29
man,Alpha,10,24
marvel,Alpha,10,5
marvelous,Alpha,10,1
masterpiece,Alpha,10,1
mcu,Alpha,1,1
mcu,Alpha,10,7
me,Alpha,10,4
miss,Alpha,10,1
moment,Alpha,10,1
more,Alpha,10,1
movie,Alpha,8,2
much,Alpha,10,2
my,Alpha,10,3
n,Alpha,10,1
never,Alpha,10,1
nice,Alpha,10,1
of,Alpha,10,2
oh,Alpha,10,1
ok,Alpha,10,1
on,Alpha,10,1
once,Alpha,10,1
one,Alpha,10,1
ost,Alpha,10,1
p,Alpha,8,1
pc,Alpha,6,1
pc,Alpha,7,1
pc,Alpha,10,1
potts,Alpha,10,1
ppap,Alpha,10,1
present,Alpha,10,1
r,Alpha,10,1
s,Alpha,10,5
sf,Alpha,10,5
smsa,Alpha,10,1
so,Alpha,10,1
sooo,Alpha,10,1
t,Alpha,10,2
than,Alpha,10,1
thanks,Alpha,10,1
that,Alpha,10,2
the,Alpha,8,1
the,Alpha,10,1
they,Alpha,10,1
this,Alpha,10,1
thousand,Alpha,10,2
three,Alpha,10,2
through,Alpha,10,1
to,Alpha,10,2
today,Alpha,8,1
trust,Alpha,10,1
tv,Alpha,10,1
u,Alpha,10,4
universe,Alpha,10,2
up,Alpha,10,1
very,Alpha,10,6
vian,Alpha,10,1
vod,Alpha,10,3
vs,Alpha,10,3
watch,Alpha,8,1
watched,Alpha,8,1
with,Alpha,8,1
x,Alpha,10,1
xx,Alpha,10,1
you,Alpha,9,1
you,Alpha,10,37
your,Alpha,9,1
your,Alpha,10,3
~,Punctuation,1,1
~,Punctuation,4,1
~,Punctuation,6,3
~,Punctuation,7,1
~,Punctuation,8,7
~,Punctuation,9,17
~,Punctuation,10,130
~!,Punctuation,9,3
~!,Punctuation,10,11
~!!,Punctuation,10,6
~!!!,Punctuation,5,1
~!!!,Punctuation,10,2
~!!!!,Punctuation,10,1
~!!~@~!@%,Punctuation,10,1
~%%,Punctuation,10,1
~?,Punctuation,10,1
~^^,Punctuation,9,1
~^^,Punctuation,10,10
~~,Punctuation,8,6
~~,Punctuation,9,1
~~,Punctuation,10,53
~~!,Punctuation,10,3
~~!!,Punctuation,10,6
~~!!!!,Punctuation,10,1
~~!^^,Punctuation,10,1
~~.,Punctuation,10,1
~~^^,Punctuation,8,1
~~^^,Punctuation,10,3
~~^~~,Punctuation,10,1
~~~,Punctuation,2,1
~~~,Punctuation,8,3
~~~,Punctuation,9,1
~~~,Punctuation,10,17
~~~!!,Punctuation,10,1
~~~!@!!!,Punctuation,10,1
~~~^^,Punctuation,10,2
~~~~,Punctuation,10,11
~~~~!!!,Punctuation,10,1
°□°,Foreign,10,1
‘,Foreign,10,1
’,Punctuation,10,3
“,Foreign,10,4
”,Foreign,10,6
…….,Punctuation,10,1
………,Punctuation,10,1
↓↓,Foreign,10,1
●◇●,Foreign,10,1
★,Foreign,10,6
☆,Foreign,9,1
☆,Foreign,10,2
☆☆☆☆,Foreign,10,2
♀,Foreign,10,1
♡,Foreign,10,28
♡☆,Foreign,8,1
♡♡,Foreign,10,3
♡♡♡,Foreign,10,2
♡♡♡♡,Foreign,8,1
♡♡♡♡,Foreign,10,2
♡♤☆♧,Foreign,10,1
♡♥,Foreign,10,1
♥,Foreign,10,11
♥♡,Foreign,10,1
♥♥,Foreign,10,1
ㄱ,KoreanParticle,6,1
ㄱ,KoreanParticle,10,3
ㄱㄱ,KoreanParticle,10,2
ㄱㄷㅅ,KoreanParticle,6,1
ㄱㅊ,KoreanParticle,7,1
ㄱㅊ,KoreanParticle,10,1
ㄴ,KoreanParticle,3,1
ㄴ,KoreanParticle,10,3
ㄴㄴ,KoreanParticle,10,1
ㄴㄷㅅ,KoreanParticle,10,2
ㄴㅂㅇ,KoreanParticle,10,1
ㄷ,KoreanParticle,10,11
ㄷㄷ,KoreanParticle,9,1
ㄷㄷ,KoreanParticle,10,8
ㄷㄷㄷ,KoreanParticle,10,6
ㄷㄷㄷㄷ,KoreanParticle,10,1
ㄷㄷㄷㅈ,KoreanParticle,10,2
ㄷㅊ,KoreanParticle,10,1
ㄷㅏ,KoreanParticle,8,1
ㄹ,KoreanParticle,10,1
ㄹㅇ,KoreanParticle,10,19
ㄹㅇㄹ,KoreanParticle,10,1
ㄹㅇㄹㅇ,KoreanParticle,10,1
ㅁ,KoreanParticle,10,1
ㅁㅊ,KoreanParticle,10,2
ㅂㄴ,KoreanParticle,10,2
ㅂㄹ,KoreanParticle,9,1
ㅂㄹ,KoreanParticle,10,1
ㅂㅅ,KoreanParticle,10,2
ㅅ,KoreanParticle,10,3
ㅅㄴㄱㅇ,KoreanParticle,10,1
ㅅㅂ,KoreanParticle,3,1
ㅅㅂ,KoreanParticle,10,3
ㅅㅅㅅ,KoreanParticle,10,1
ㅅㅈㄱ,KoreanParticle,6,1
ㅆㅅㅌㅊ,KoreanParticle,10,1
ㅇ,KoreanParticle,9,1
ㅇ,KoreanParticle,10,11
ㅇㄴ,KoreanParticle,10,1
ㅇㅅㅇ,KoreanParticle,10,1
ㅇㅇ,KoreanParticle,10,2
ㅇㅈ,KoreanParticle,10,1
ㅈ,KoreanParticle,2,1
ㅈ,KoreanParticle,10,1
ㅈㄴ,KoreanParticle,4,1
ㅈㄴ,KoreanParticle,10,2
ㅈㄹ,KoreanParticle,10,1
ㅉㅏ,KoreanParticle,10,1
ㅋ,KoreanParticle,1,1
ㅋ,KoreanParticle,8,2
ㅋ,KoreanParticle,9,1
ㅋ,KoreanParticle,10,20
ㅋㄷㅋㄷ,KoreanParticle,9,1
ㅋㅋ,KoreanParticle,4,2
ㅋㅋ,KoreanParticle,6,1
ㅋㅋ,KoreanParticle,7,1
ㅋㅋ,KoreanParticle,8,5
ㅋㅋ,KoreanParticle,10,46
ㅋㅋㅋ,KoreanParticle,6,1
ㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋ,KoreanParticle,9,4
ㅋㅋㅋ,KoreanParticle,10,26
ㅋㅋㅋㅋ,KoreanParticle,10,15
ㅋㅎㅎ,KoreanParticle,10,1
ㅎ,KoreanParticle,8,3
ㅎ,KoreanParticle,9,5
ㅎ,KoreanParticle,10,10
ㅎㄴㅂㄴ,KoreanParticle,10,2
ㅎㄷㄷ,KoreanParticle,10,3
ㅎㄷㄷㄷ,KoreanParticle,10,1
ㅎㅎ,KoreanParticle,1,2
ㅎㅎ,KoreanParticle,6,1
ㅎㅎ,KoreanParticle,8,6
ㅎㅎ,KoreanParticle,9,4
ㅎㅎ,KoreanParticle,10,52
ㅎㅎㅎ,KoreanParticle,10,11
ㅎㅎㅎㅎ,KoreanParticle,8,1
ㅎㅎㅎㅎ,KoreanParticle,10,3
ㅏ,KoreanParticle,3,1
ㅏ,KoreanParticle,10,5
ㅏㅂ,KoreanParticle,10,1
ㅐ,KoreanParticle,10,1
ㅐㅐ,KoreanParticle,9,1
ㅓ,KoreanParticle,4,1
ㅓ,KoreanParticle,10,1
ㅕ,KoreanParticle,10,1
ㅗ,KoreanParticle,10,1
ㅛ,KoreanParticle,10,1
ㅜ,KoreanParticle,8,3
ㅜ,KoreanParticle,9,2
ㅜ,KoreanParticle,10,37
ㅜㄴㅇ,KoreanParticle,10,1
ㅜㅅㅜ,KoreanParticle,10,1
ㅜㅜ,KoreanParticle,1,1
ㅜㅜ,KoreanParticle,4,1
ㅜㅜ,KoreanParticle,6,1
ㅜㅜ,KoreanParticle,8,2
ㅜㅜ,KoreanParticle,9,3
ㅜㅜ,KoreanParticle,10,74
ㅜㅜㅜ,KoreanParticle,10,9
ㅜㅜㅜㅜ,KoreanParticle,10,3
ㅜㅜㅠ,KoreanParticle,10,1
ㅜㅠ,KoreanParticle,10,6
ㅜㅠㅡ,KoreanParticle,10,1
ㅜㅡㅜ,KoreanParticle,10,2
ㅠ,KoreanParticle,1,2
ㅠ,KoreanParticle,6,1
ㅠ,KoreanParticle,7,1
ㅠ,KoreanParticle,8,2
ㅠ,KoreanParticle,9,9
ㅠ,KoreanParticle,10,89
ㅠㅅㅠ,KoreanParticle,10,1
ㅠㅏ,KoreanParticle,10,1
ㅠㅜ,KoreanParticle,8,2
ㅠㅜ,KoreanParticle,10,15
ㅠㅜㅜ,KoreanParticle,10,2
ㅠㅜㅜㅜ,KoreanParticle,10,1
ㅠㅜㅜㅠ,KoreanParticle,10,2
ㅠㅜㅠ,KoreanParticle,10,1
ㅠㅜㅠㅜ,KoreanParticle,8,1
ㅠㅠ,KoreanParticle,7,1
ㅠㅠ,KoreanParticle,8,7
ㅠㅠ,KoreanParticle,9,6
ㅠㅠ,KoreanParticle,10,220
ㅠㅠㅅㅅ,KoreanParticle,10,1
ㅠㅠㅎ,KoreanParticle,10,1
ㅠㅠㅜ,KoreanParticle,10,3
ㅠㅠㅜㅜ,KoreanParticle,10,1
ㅠㅠㅠ,KoreanParticle,8,1
ㅠㅠㅠ,KoreanParticle,9,2
ㅠㅠㅠ,KoreanParticle,10,49
ㅠㅠㅠㅎ,KoreanParticle,10,1
ㅠㅠㅠㅜ,KoreanParticle,10,1
ㅠㅠㅠㅠ,KoreanParticle,10,34
ㅠㅡㅠ,KoreanParticle,10,1
ㅡ,KoreanParticle,10,8
ㅡㅋ,KoreanParticle,10,1
ㅡㅡ,KoreanParticle,1,1
ㅡㅡ,KoreanParticle,9,1
ㅡㅡ,KoreanParticle,10,5
ㅣ,KoreanParticle,10,2
ㆍ,Foreign,10,6
가,Josa,1,12
가,Josa,2,4
가,Josa,4,2
가,Josa,5,4
가,Josa,6,14
가,Josa,7,21
가,Josa,8,46
가,Josa,9,49
가,Josa,10,463
가,Verb,4,1
가,Verb,6,1
가,Verb,9,1
가,Verb,10,16
가감,Noun,10,1
가게,Noun,8,1
가고,Verb,10,4
가고싶을,Verb,10,1
가고싶지,Verb,10,1
가기,Noun,10,1
가기전,Verb,10,1
가까운,Adjective,10,1
가까이,Noun,10,1
가깝다고,Adjective,10,1
가나다,Noun,10,2
가네,Verb,10,1
가네요,Verb,8,1
가네요,Verb,10,3
가는,Verb,1,1
가는,Verb,8,2
가는,Verb,9,2
가는,Verb,10,13
가는것,Verb,10,1
가는구나,Verb,10,1
가는줄,Verb,10,21
가는줄도,Verb,10,2
가능성,Noun,10,2
가능하고,Adjective,10,1
가능하다고,Adjective,9,1
가능한,Adjective,10,2
가도,Noun,10,1
가득,Noun,1,1
가득,Noun,10,1
가득하고,Adjective,8,1
가득하지만,Adjective,1,1
가득한,Adjective,8,1
가득한,Adjective,10,1
가득할것이니,Adjective,10,1
가득해서,Adjective,10,1
가디언,Noun,6,1
가디언,Noun,10,1
가디언스,Noun,10,1
가디언즈,Noun,9,2
가디언즈,Noun,10,14
가라,Noun,10,2
가량,Foreign,10,1
가렵니,Noun,10,1
가르디,Verb,10,1
가르치고,Verb,7,1
가만히,Adverb,10,1
가망,Noun,10,2
가면,Noun,8,1
가모라,Noun,7,1
가모라,Noun,10,2
가미,Noun,10,1
가버렷,Noun,10,1
가버렸어요,Verb,10,1
가볍게,Adjective,4,1
가보,Noun,10,1
가본,Verb,10,2
가봅시다,Verb,8,1
가봐,Verb,8,1
가상,Noun,10,1
가서,Verb,8,1
가서,Verb,9,1
가서,Verb,10,13
가세,Noun,4,1
가세,Noun,10,2
가셔,Verb,10,1
가셨,Verb,8,1
가슴,Noun,8,1
가슴,Noun,10,24
가슴속,Noun,10,4
가시,Noun,4,1
가시,Noun,10,1
가시게나,Verb,10,1
가시질,Verb,10,2
가야,Noun,10,3
가야겠다,Verb,9,1
가야겠다,Verb,10,1
가야겠어요,Verb,10,1
가오,Noun,8,1
가오,Noun,9,1
가오,Noun,10,6
가요,Noun,10,3
가울,Noun,10,1
가있냐,Verb,10,1
가자,Verb,10,1
가장,Noun,2,1
가장,Noun,8,3
가장,Noun,9,2
가장,Noun,10,50
가장이,Noun,10,1
가정,Noun,10,2
가져,Verb,10,1
가져가주셔서,Verb,10,1
가져갔다,Verb,10,1
가졌을,Verb,9,1
가졌음에도,Verb,9,1
가족,Noun,6,1
가족,Noun,10,21
